icao,observed_utc,observed_local,flight_category,temp_c,dewpoint_c,rh_percent,wind_dir_deg,wind_kts,vis_m,altimeter_hg,conditions,clouds,raw_text,fetched_at_utc,fetched_at_local
CYAM,2026-02-01T05:00:00Z,2026-02-01T00:00:00Z,VFR,-22,-24,84,0,0,24100,30.32,NA,FEW  ft; FEW  ft,METAR CYAM 010500Z 00000KT 15SM FEW003 FEW240 M22/M24 A3032 RMK ST1CI1 ST TR CI TR FROIN SLP288,2026-02-01T05:27:51Z,2026-02-01T00:27:51Z
CYAM,2026-02-01T06:13:00Z,2026-02-01T01:13:00Z,MVFR,-23,-25,84,0,0,19300,30.31,NA,FEW  ft; BKN  ft,SPECI CYAM 010613Z 00000KT 12SM FEW003 BKN014 M23/M25 A3031 RMK ST1CF7 ST TR SLP285,2026-02-01T07:03:20Z,2026-02-01T02:03:20Z
CYAM,2026-02-01T07:17:00Z,2026-02-01T02:17:00Z,IFR,-18,-20,84,0,0,9999,30.3,NA,BKN  ft; OVC  ft,SPECI CYAM 010717Z 00000KT 10SM BKN009 OVC011 M18/M20 A3030 RMK CF5SC3 SLP280,2026-02-01T07:44:44Z,2026-02-01T02:44:44Z
CYAM,2026-02-01T08:00:00Z,2026-02-01T03:00:00Z,IFR,-17,-19,85,0,3,9999,30.29,NA,OVC  ft,METAR CYAM 010800Z VRB03KT 10SM OVC008 M17/M19 A3029 RMK CF8 SLP277,2026-02-01T08:44:47Z,2026-02-01T03:44:47Z
CYAM,2026-02-01T09:00:00Z,2026-02-01T04:00:00Z,IFR,-16,-18,85,60,2,9999,30.28,NA,OVC  ft,METAR CYAM 010900Z 06002KT 10SM OVC008 M16/M18 A3028 RMK CF8 SLP273,2026-02-01T09:41:48Z,2026-02-01T04:41:48Z
CYAM,2026-02-01T10:00:00Z,2026-02-01T05:00:00Z,IFR,-14,-16,85,0,2,12900,30.27,NA,OVC  ft,METAR CYAM 011000Z VRB02KT 8SM OVC008 M14/M16 A3027 RMK CF8 SLP270,2026-02-01T10:38:34Z,2026-02-01T05:38:34Z
CYAM,2026-02-01T11:00:00Z,2026-02-01T06:00:00Z,IFR,-14,-16,85,0,2,11300,30.25,NA,OVC  ft,METAR CYAM 011100Z VRB02KT 7SM OVC006 M14/M16 A3025 RMK CF8 SLP264,2026-02-01T11:31:34Z,2026-02-01T06:31:34Z
CYAM,2026-02-01T12:00:00Z,2026-02-01T07:00:00Z,LIFR,-13,-15,85,0,0,4800,30.25,NA,OVC  ft,METAR CYAM 011200Z 00000KT 3SM -SN OVC004 M13/M15 A3025 RMK SC8 CIG VRB 3-5 SLP264,2026-02-01T13:09:35Z,2026-02-01T08:09:35Z
CYAM,2026-02-01T14:00:00Z,2026-02-01T09:00:00Z,LIFR,-12,-14,85,90,4,4800,30.24,NA,OVC  ft,METAR CYAM 011400Z 09004KT 3SM -SN OVC004 M12/M14 A3024 RMK SC8 CIG VRB 3-5 SLP263,2026-02-01T14:37:45Z,2026-02-01T09:37:45Z
CYAM,2026-02-01T15:00:00Z,2026-02-01T10:00:00Z,LIFR,-12,-13,92,80,7,4800,30.23,NA,SCT  ft; OVC  ft,METAR CYAM 011500Z 08007KT 3SM -SN SCT002 OVC004 M12/M13 A3023 RMK ST3SC5 VIS VRB 1-5 CIG VRB 3-5 SLP257,2026-02-01T15:36:49Z,2026-02-01T10:36:49Z
